ID	chviCounts_noRep.csv	cabrCounts_noRep.csv	stluCounts_noRep.csv	arjaCounts_noRep.csv	lothCounts_noRep.csv	angeCounts_noRep.csv	glsoCounts_noRep.csv	noleCounts_noRep.csv	moblCounts_noRep.csv	mawaCounts_noRep.csv	ptpaCounts_noRep.csv	deroCounts_noRep.csv
RMND1	27	11.136	180.18	110	96.49	105.968	0	105.823	10.947	24	14.413	67
E2F4	0	310	10.451	110.166	0	103	57.718	775.55	70.226	0	423	0
ACHB	336.366	40.873	55.815	20	467.228	19.013	804.362	0	2.633	10.903	0	114.749
TADA1	67	98	3.119	113	42	94	53	32.072	27.837	82	14.377	113
AURKA	33.711	2	0	0	6.995	0	3.541	24.034	0	7	13.692	8.7
GOLI	26.962	256	824	58.725	170.219	0	369	192.999	0	228.511	1678.409	404.201
AP1M2	428.648	635	270.826	0	0	516.729	47.679	128.111	114.421	349.413	61.94	201
GRB14	0	0	127.761	245.202	1.549	0	68.349	1.095	29.358	170.417	0	2.252
THTPA	43.912	35	17.882	69	23	77.818	156	33.375	27.128	44.291	74	53.309
CHODL	53	30	3	95	73.941	0	1	2.942	2	0	0	308
TRI44	60	255.532	117	10.609	135.442	0	5.909	1.671	1037.965	4	4.798	65.297
GPX3	287.006	0	2.702	58.201	94.798	88.555	31	24.364	26.805	3412.834	326.657	0
S38A3	5.998	3	88.814	1.275	0	3	0	3	2.693	0	271.008	164
RL19	7582.104	3423.564	7080.559	5861	4313.844	4388.624	997.859	7.684	1.552	2495.031	76.027	2.757
ECI1	311.669	0	911.31	269.351	472.892	180.38	116.424	7.278	2470.752	933.676	409.725	2326.886
HERP1	1757.882	732	813.229	376.72	586.896	479.245	625	200.273	3691.763	779	5912.288	27.658
PFD1	125.091	151.81	536	225	244.279	106	69.681	5.293	588	20.632	435.937	343.724
DDHD1	6.045	0	0	0	75.367	14.973	0	4.1	3.14	8.628	12	12
CD24	741	1065.12	0	0	8437.215	436.24	0	4872.468	5.533	96.912	8115.003	17
H2AY	677.141	13.963	544.652	207	431.671	267.919	11.62	139.041	721.969	182	3.864	266.064
DPP2	56.643	8.422	25.898	77	317.802	228	131	91.095	13.545	109.441	23.436	269.345
ZCH14	31	0	20.926	0	22	55.976	0	1	0	73	17.485	4
P2Y14	2	9.778	0	1.326	58.387	0	27.081	48.517	144.109	2	4	1
CSDC2	62	0	236	14	22.98	1	0	154	302.258	1	6	28.26
C1QT3	1	74.212	0	2	1	1	0	3	0	0	0	134.225
GDIA	61.707	0	216	0	0	103	0	138.689	25.439	19	488.663	1.035
TF2H4	197	61	181	1.178	30	0	57	12.293	14.433	129.505	56.719	4.518
CBWD3	102.63	0	0	26.456	2	53	8	0	0	0	23.541	0
GMPR1	105.845	88.797	35.974	129	260	223.003	0	272.838	234.819	318.071	15.304	252.489
IER2	993	241.021	1388	583.366	289.575	604.271	498.014	1300	2	624	791.35	0
RPA43	38.552	3.015	67.067	101	43.003	77.362	30.95	841	138.318	0	3.919	51
TLS1	107	176.141	41.726	3.95	197.776	0	100.962	33.879	741	3.15	599.633	239
FGGY	3	0	20.4	0	6	2	71	41.515	100.399	36.418	3	4.548
WDR35	4	2.336	0	3	13	1	0	12	1.356	1	44.508	29.508
GSDMA	0	112	16.384	25	196.409	4.286	0	13.976	2.728	91	8	582.132
THOC4	408.876	4.945	560.246	443.341	485.072	80.322	134	459.04	657.196	1.219	281.022	338.182
RASF1	310	10	8.508	165	1	305.013	77.166	3.713	1.597	0	221	73.35
PIHD1	0	17.786	0	211.195	79.156	11.239	14.245	6.276	90.809	21	0	3.108
NGRN	4866.878	586.635	295.189	252.725	109.952	721.822	2986.366	4	955.88	3518.499	364.519	510.848
NS1BP	1908.191	144.511	1139.938	664.096	76.397	3066.905	1910.907	1079.499	3.644	208.161	5	94.021
SRPRB	341.583	412.302	580	306.521	226.772	216	170	401	244	204	532.461	0
FAM3A	16.13	4.006	1.342	52.233	278.894	76.186	129	52.963	78.375	0	190.729	4.247
NUMBL	27	1	6	0	19	1	2	14.043	0	0	7	4
CLHC1	40.641	0	2	8	0	1	0	0	2	0	0	2
PED1A	31	0	5.603	3	0	14	1	2.894	34	1	3	6.133
NMES1	51.268	56.719	0	282.136	75.266	192.131	0	837.223	9.028	211.79	372.867	673.785
CGL	27.945	0	112	62	45.974	0	3.405	233	24.018	179	310.281	232.617
RAP1A	485.886	187.749	875.82	0	402.92	605.269	552.196	847.606	42.426	114.479	953.121	73.242
COPZ1	460.269	164.026	1017.046	595.302	724	159.889	86.217	26.072	7.547	463	1381.61	353.529
S19A1	39	8	4.369	3	8.306	4	9.564	31.078	91.865	4	10	57
RM51	3.211	401.82	685.392	387.534	0	98.374	734.18	239.244	28.338	19.775	175.846	478
SIAT6	12.478	6.922	62.732	18.081	1.454	85.308	24.422	42.106	61.627	71	236.584	29.255
F110A	293	19	53.199	67	4.512	71	108	194.619	308	127.785	160.004	200.113
RM38	4.223	80.142	48.022	74	162.856	98.184	206	397.761	324.747	50.703	68.021	18.297
CQ10B	170	24.801	57.323	35.338	304.429	23.424	130	15.706	30.049	61	306	150
USB1	81	8.955	56.322	13	60	0	5	186	38.257	0	3.072	7
CH058	9.547	214	2.164	1	32.216	0	0	2.745	130.24	0	83.638	185.744
CCNE2	3	0	3	2	20	7	0	3.211	2.708	0	6	1
LONP2	724.346	0	82.306	5.979	129.93	291.624	1041	151.862	2357.397	130.65	58.667	116
TM9S1	16.355	148.154	191.462	105.682	86.791	0	122	109.525	203.608	318	464	47.21
S2A4R	14.994	3.794	0	12.732	6	75.588	65.833	46.962	86.393	0	168	131.522
ZNF77	22	0	0	1.943	9	0	0	3.181	3.008	0	11.59	2
SFRP2	1	0	6	123	7	34	95	0	1.23	0	14.756	0
CC50B	9	20	420	2	4.22	135	2	367.437	209.332	0	372.471	9.184
RAB7B	675.248	624.681	718.023	45.61	657	134.471	212	510.033	24.259	5	71	349.748
2ABD	40.034	2.751	27.353	13.372	383.82	214.302	354.896	22.874	4.426	10.247	263.799	272.482
E2F2	7	4	198.367	2	38	1	0	1188.971	62.209	4	9	0
SH2B3	4	0	3	1	0	2	2	6.917	31.739	2	48.326	1
T3JAM	0	2	12.778	3.487	0	1	6	9.564	7.919	0	5	0
H33A	2071.549	1743.319	5510.234	293.431	946.475	2	52.635	4	5.786	234.425	3884.329	2661.11
H33B	2071.549	1743.319	5510.234	293.431	946.475	2	52.635	4	5.786	234.425	3884.329	2661.11
H33	2071.549	1743.319	5510.234	293.431	946.475	2	52.635	4	5.786	234.425	3884.329	2661.11
RU17	917.39	129.823	108.361	4.089	290.856	115.913	234.99	198.106	32.794	185.854	713.34	3.919
SMG5	912.738	238.718	1065.917	276.42	849.333	159.627	728	1181.47	529.754	478	1637.334	578.049
TM10C	1	50	68.024	54	0	0	14	398.667	178	68	59.99	15
E2F8	1.182	1.349	1.278	0	16.711	68	0	6.461	18.092	1	6	3
NOL3	801	98	826.367	531	300	92.917	283.087	545.762	419.391	93.07	131.568	451.761
F136A	0	113	236.632	115.58	200	83	104	695	76.376	105.829	182	65.809
MS18B	8.071	0	14.419	24	0	2	77	3.262	9.741	5	4	29
TAR1	2158.943	374.838	46521.958	8737.036	24745.797	11307.186	8937.849	3.616	1448.941	1	18384.951	26.854
LYPA2	484.732	807	848.502	444	505.755	473	229	16.573	0	462	1002.209	10.196
AAKG1	99.33	57.519	875.775	142.832	66	315	241.719	80.204	18.896	228.474	786.236	460
ZCRB1	7.695	73.289	5.888	366.961	75.139	0	0	172.689	27.276	17	593.035	19.033
GTR8	27.295	11.419	114	0	1	8.203	0	4.078	4.583	11.363	129.394	0
RAB28	65	34.339	82.596	21.708	13.366	25	0	17.671	0	10.732	1.757	10
BUB1	2	2.138	0	0	0	0	1	0	496	2	4	11
ACDSB	0	87.452	2	23.955	91	5	12	206	998	0	942	4.72
SLPI	471.467	3881.351	7590.835	309	12307.899	580.806	7	2	6	0	5	23
EPHX3	0	231.775	320.614	102	39.455	50.67	113.089	3.177	4.673	370.244	155.297	0
TRM61	143.033	47	46.183	58	126.403	22.784	90	875.61	0	121	207	6.842
TSN7	0	201	564.359	518.379	465.198	0	19.091	4.845	571.351	156.349	6	286
IGSF8	185.464	8	195.019	0	29.83	14	0	901.232	227.05	13.233	95.935	42.289
SLN11	12	7.741	203.647	0	4	23	1	3	3.877	8	0	2
RN128	9	4	10.146	1	0	1	2	2.869	63	1.747	12.885	0
PHP14	595	119.535	62.696	214	10.445	265	10.91	6.44	110.401	149	23.11	485.229
RHOV	1963	851	467.147	1868.953	1051.898	0	595	9.467	2467	850	9.637	1301.793
RAB36	18	0	2	6.211	0	3	0	2	11	4.02	0	17.614
PSDE	63.165	0	491.231	988.842	103.987	316.915	590.432	23.751	1199.523	321	137.301	570
PDLI7	71.129	22.374	4.369	28.073	10.259	7.854	33	59.852	39.04	17.053	48.28	94.924
RPA49	39	0	276	67.142	9	102	53	408	216.466	42	193.976	109
FKTN	37.675	1	17.129	2	4.301	4.929	0	9	0	0	302.975	1
MATR3	2004.246	754.712	348.964	41.824	260.594	296.646	897.07	26.229	262.081	235.936	630.19	12.85
NEK8	27	17	12.329	9	5	0	0	7.5	95.879	0	183	22.227
RRP1	172.048	54.251	0	139.938	132	135	49.98	34.386	388.67	127	209.992	37.368
OSGP2	13.799	7	63.573	2	19	0	18.272	13.427	9.241	2.309	0	0
BCD1	55.928	8	149	68.35	92.197	30	83	191	185	6.306	8.02	56
CNFN	300.059	863.133	2982.873	646.655	451.415	280.173	815.036	505.912	660.918	968.425	20.431	1038.242
PLS1	144	2.468	87.859	0	194.6	58	108	4.855	187	90	168.054	101.237
MIIP	63	60.302	35.901	0	7.002	76	1	53.747	4.196	30.825	36.574	81.598
C1QT5	13.399	2.65	54.806	83.667	66.186	91	1.089	69.201	74.112	49.711	74.23	142
MRES1	102.512	31.797	120.956	2.625	297	173.634	8.906	65.831	0	131	91.135	106.613
LKHA4	250.567	77.04	36.477	3.349	20.76	93	2.117	153.568	81.434	133.438	12.695	124
ZN771	9.181	47.666	0	14.407	29.17	6	5.587	116.719	296.752	55	11.579	16
COX7R	2.873	593	1005.438	833.572	1005.976	71.844	1895.322	519.397	2894.756	87.262	5	122.803
LMO4	476	453	84.474	103.606	613	0	42	1336.226	299.007	312	117.965	281.255
TOIP2	22.86	303.528	20.124	74.974	416.385	46	66.191	389.306	2.338	6.684	456.583	1.312
CTRO	3.447	0	5.426	1.708	1	0	0	3.277	1.48	4	4	1
USF2	102.079	516.155	448.75	609.26	776.005	399.419	322.426	152.343	37.93	103.395	41.722	102.224
GAL3B	83	0	67.869	997.179	12.21	866	522.123	1694.02	895.713	596.656	2260.751	2397.813
TSN15	9.522	0	57.404	285.007	0	51	67	57.026	201	85	122.073	158
AAKG2	69.716	0	411.793	110.845	106.558	7	171.841	22.259	309.874	1	287.58	0
RNBP6	18.657	3	1.728	1.352	145.088	3.24	100.701	6.645	3.159	5.025	12.944	36.584
ZF64B	3.248	2	3.712	0	11	1	2	19.986	12.676	11	6.674	4
SIX2	32	1	0	60.508	1.111	0	179.076	2	227	1.499	101	2
ARSK	31	0	14.037	4.509	2	15	1	2	59.224	0	4	0
AK1A1	190.598	80.08	25.414	129.051	9.403	2.584	0	14.43	3	331.376	1003.156	40.244
IF2G	1360.396	86.214	6.822	268.684	8	562.272	1209.496	3818.849	3.958	2604.299	6	320.367
DET1	2.14	8	33.304	74	25	4	71	176	211.516	17	202.184	1
PP4P1	198	93	118.189	37.689	95.722	43.451	119	44.435	4.584	29.544	238.017	141.517
INLR1	2	0	3	1	1.234	1	0	70.839	2.708	3	11	0
DUS3L	12.821	7.553	16.038	4.665	205.967	0	14	12.775	313.493	11.16	164	9
ZN444	104	78.958	11.743	0	106.522	5.287	0	0	6.33	19	21.467	102
IL1AP	1.659	0	24.584	12	1	3.454	2	4	6.323	0	37.097	3
FSD1L	1	1	0	5	126.179	65	280.175	8	3.312	2	0	0
WDR89	48.071	0	13	0	3	3	8.295	4.876	1.689	4	90	65.195
TOM40	542	340.808	156.15	386.913	614.554	17.919	176.094	1359	50.874	0	47.479	25.581
VSIG4	40	0	1	0	3	0	2	4.063	24.938	0	3	4
K2C1	15000.346	3337.605	420.418	128	1585.254	418	477	0	4	557.071	5.262	2.592
MLF1	844.123	24.747	145.729	57.961	298.991	313.769	678.981	221	60.916	6.788	109.157	0
TBB3	50.059	4	3.607	78	94.865	16	234.78	18.554	6.985	101.438	4.895	6.016
NOC4L	0	7.921	257	2.143	175	87	211	562	32.937	157	133.56	200
KLH13	11.241	0	2	5	0	0	0	2	4	5	13	2
MIME	89	35.36	30.011	0	63.705	184	12.754	1	8.336	188	537.101	77.018
CCN5	0	9.529	170.274	50	0	4.265	0	0	3.767	2	7	2
CLUS	527.698	303.053	336.59	0	1	2151	819.257	1.722	0	2636.932	5	235.864
TRI32	16	0	13.267	42.247	0	0	1	2.701	2.238	2	12	5
EID1	536	0	259.561	0	91	4	1	1032.34	348.812	0	27.438	451.762
SPEE	175	107	146	59	79	117.978	174	161.908	1081.417	52	30.181	0
CD302	61	243	107.49	71.772	23	17	67	9.698	87	20	112	41.746
DRC4	7	3	7.467	8	0	5.362	1.064	27.809	35.673	4	88	21.855
ADA	2347.815	6499.912	12.697	10.328	68.97	26.866	1503.399	24.983	12	22904.741	21929.852	0
CK054	0	6	249	17.956	186.609	95.947	35.536	262	680.226	4.14	96.482	187.109
G6PT3	147.771	19.863	78.915	228.923	37	183	0	5.915	195.585	3	2	0
DOC2G	88.769	70	39.478	1.176	6	5.464	23.74	5.436	1.969	0	182.431	81.412
CDAN1	19.303	21	3.249	25.83	0	1.256	2.024	22.784	0	72	1.27	2
TIRR	10.8	0	98	0	6.446	22.92	42	4	4	2	8	1
PRO	2.505	2.532	4.886	0	3.001	0	10	2.226	0	0	0	3.29
UNK	14	86	9	11.512	6	9	18	2.032	17.597	0	24	0
KNOP1	107	7.816	2	55.858	162.56	39.337	12	0	13.971	22	83.012	109.594
BTD	27	65.736	9	8	54	1.322	6	0	2	10.708	55.857	3
GFRA3	6	0	1	0	1	3	0	6	187.711	0	0	1
GALM	0	10	12.391	47	0	0	4	13.914	199.207	9.61	5.295	26
TECR	756.294	194.749	36.511	467	68.901	699.05	4.259	1823.524	85.01	147.693	809.708	0
AIG1	112.369	108	26.714	23.003	25	42.312	68.102	80.224	0	11.416	611.002	122.401
CAH5B	83	0	1	92.274	0	1	14.864	4.033	3.518	8	7.22	1
CLYBL	0	26	251	41.003	113.422	76	153	191	230.556	127	70.262	0
ODC	0	0	3.999	10.234	0	1	2	6	28.349	0	17.031	11
ADPRS	0	265.432	3360.585	269	430	26.547	148	0	6.675	2.992	217	18.888
K0754	0	5	3.007	0	6.549	7	2	4	15.438	8	23.988	0
RHCG	0	235.485	468	6303.357	204	17.274	127	56233.601	3.346	3849.243	10.041	98.254
ASM3A	107	164	164.592	58	0	0	45	471.045	43.515	10	3	107
PEX5R	43	0	0	0	0	1	0	0	5	0	0	0
CBLB	11.54	0	2.383	0	4	3	1	1.491	6.056	0	4.924	1
BICL1	8.657	1	16	2	12.65	173	0	3493.772	27.087	7.302	11.225	2
NUF2	82	5.798	43.089	86	24	3	8	67.406	51.259	17.315	6	53
PCD18	1	3.393	8.591	1	0	3	1	0	0	2	27	2
CCD71	138	167.599	251	120	111.446	82	146.808	472	231	44.806	191.005	173
ECM1	59.044	1703.756	5228.3	676.898	1170.325	3225.399	84.035	1946.507	438.463	99.901	3	1099.115
ECSIT	0	3.302	72.466	313.511	214.115	146	52	871	9.977	183.733	576.838	20.483
RS8	108.836	60.456	9813.396	5	7494.191	5158.107	37	31690.162	9.028	4968.299	9.001	242.753
ZBT22	3	12	279	1.13	172.439	127	1	280	29.846	62	3.586	51.437
GLOD4	167.771	189	1102.548	0	147.699	283	386	232.066	80.866	108	15.743	281
LEG9	37	43.964	5.432	34.055	1	0	24.891	324.936	57.146	12.72	64	0
TYDP1	3.287	0	2.892	0	0	0	0	5	11.205	4	3	1
ATG4A	196	0	221	138	128	98	70.835	257	292	0	215	128
CCNL1	90.813	75.629	11.147	8.341	41.385	90.178	88	56.231	144.071	2.017	7.74	115.429
P2RX6	25.465	25.746	4.686	54	137.051	175.961	393.135	0	46.011	4.526	151.563	91
ZBT45	18	10	7.539	3.674	1	4	0	8.002	13.976	2	30.104	96.956
CNEP1	610	13.231	218.25	2093.407	3.907	602.011	475	51.664	19.241	390.02	41.944	755.572
TBL3	28.401	279	199.635	130.767	293	7.81	292	14.575	64.777	0	41.552	0
KTI12	103	45	46.641	74	60	55	33	25.59	268	54	157	123.035
RO52	0	54	2.846	1	7.418	1	5	14.575	2.763	89	125.194	3
CCM2	56	43	11.862	75	225.109	11.814	34.687	555.574	115.006	84	458.471	160.117
NKX25	279	27	238	131.646	182	132	167	99	30.014	229.957	237.038	194
FL2D	103.713	0	19.647	158.471	4.61	34.965	178.628	0	31.012	68.509	65.015	0
PAXI1	41.141	105.002	5.035	146.493	51.373	38.314	25	32.683	16.711	0	14.662	29.749
OTUB1	563.055	28.391	1165	0	577	1009.742	329	1108.042	829.653	172	668.002	0
PIM2	28	0	33.541	9.6	68	0	4	3	5.203	3.664	12.677	36
DQA2	400.726	172.538	52.947	0	69.077	75.785	67.425	161.649	135	164	0	0
RM03	872.54	98.679	165.057	142.183	209.395	57.595	205.468	750	185.072	397.647	328.111	346.601
HAT1	219	0	17.483	10.926	181	80	107	303	13.884	108	263.44	0
DIK1B	60	12	217	171	0	2	100	9.131	3.542	0	27.808	0
MK67I	831.445	314	676.584	15.312	2.545	740.344	156.254	325.176	4.07	176	31.099	281.863
K2C7	15	5	10.376	40.749	0	2.554	5.267	8.61	5.815	136	4	15.812
GET3	102.671	462.777	502.134	31.919	1019.541	0	98	6.125	5.292	96	44.037	64.665
DPOE2	4	0	95	4	63	10	2.363	2	0	0	6	0
LAP4A	4074.614	0	72.547	858.75	1731	3480.885	522.345	1808.541	5166.095	0	13.05	573.257
WSB1	122	2.647	0	97.647	369.705	142.111	120.765	206.7	185.354	78.141	42.925	472.752
DHPR	201	0	44.42	220.56	189	158	97.792	80	25.229	198	67.095	152.652
FMT	6.743	2	19.853	7.958	22	11.378	0	8.513	130.684	6	14.829	30
F131C	94.923	0	177.556	107	3	18	0	85	3.788	0	11.036	195.516
ETV3	110	0	6.909	46	4.558	79	0	3.492	265	42	200.682	0
DUS10	3.508	143	13.41	54	37	51	26.001	7.731	58.709	0	672.002	0
SPA12	13	564.23	51.872	29.137	25.057	152	57	14.221	1146.849	7.711	16.982	31.709
MDHC	2230.784	867.52	1997.343	5625.594	1268.075	3042.948	0	939.112	7313.62	3647.632	2	1453.322
KAD2	108.721	610.907	415.367	75.679	488.435	155	67.046	38.443	595.57	36.73	6	563.239
RHBG	66.876	82.974	52.595	158.381	0	63	3.835	56.299	224.851	0	28	19.97
ANO8	47	10	0	2	4.265	0	3.922	9.464	6.724	294.343	26.917	38
CXL17	116	570.688	146	143	23	221	234	0	45	22.119	3	6
HEM3	145	45.174	2	207	189.943	24.016	145.092	78.708	15.869	161	211.131	179
RASD1	0	2	5.703	0	1.147	0	27	10	0	123	189	77
SNPC3	137	15.32	11.803	0	0	35	83	95.16	14.658	28.323	20.813	5
CTU2	85.463	0	126.915	8.203	93.716	43.382	0	25.449	22.113	5.884	23.747	32.375
P73	41.84	92	2	129	0	5	9	168.666	181.592	0	3	1
HMCES	11	87	114.186	36.413	74	0	83	12.856	69.618	155	58.263	20.252
NUFP1	0	53	154.181	82	0	114	0	40.646	293	30.695	41.631	99.235
SPRY4	48.097	51	231	0	5.385	60	0	252	150	175	287.016	328
DUS3	823.682	507.1	560.203	2865	191.49	614	648.462	1039.231	274.469	1263.918	1036.075	416.269
FA89A	62.343	175	271	0	373.495	57.273	17	4.448	602.978	143.347	2.834	158
NEPR1	120	1143.255	240	323	28.433	73.534	119.375	84.45	269.464	9.161	276	231
RSAD1	18.268	9	27.105	0	69.588	49.527	93	16.893	6.071	35.154	23.684	43
SHCBP	34.158	0	2	42	8	3	0	5.805	6.041	1	0	7
PGAP6	1.319	2	8.104	4	3	20	4	2.239	33.975	35.78	39.693	11
ZBTB9	4	7	21.836	0	37	3.095	0	285	6.749	2	2.009	12
PEX16	124.63	134.542	61.381	28.304	82	132	0	20.134	5.161	0	273.273	8.856
METL4	20	0	10.287	42	53	0	6	0	0	0	3.878	8
ANO9	6.09	30	6.807	48	25	8.12	4	2.546	30.57	0	5	71.005
APAF	6	0	0	1.93	7	0	0	25	1	0	3	1
MCRI1	463.73	144.876	237.205	603.543	126	66.895	177	1060.021	290.195	127.615	17.516	28.069
RHG24	3	59	15.849	1	0	0	17	14.85	6.029	10.621	5.7	32.26
FAKD3	1	4	3.446	8	3	2.426	3	8.24	0	1	2.834	2.467
RAE1E	115.914	0	0	0	43.547	0	0	0	0	0	0	0
RBMS1	13.529	5.64	56.772	156.656	364.572	12.993	169	64.655	29.58	45.192	170.526	6.217
CCM2L	10	0	7.525	4	0	0	0	4	4.553	0	5	0
ACBD4	172.455	16	6.551	0	26	1.113	1.918	3.542	57.665	0	19.611	29.854
SYFM	131	42	173.838	73	0	0	134	228.373	102.406	56	503.555	0
ZFP1	27	1	3.342	0	5.115	1	1	5.985	3.359	0	4	7
ERI3	78.133	57.611	67.568	27.704	22.283	102.493	112	58.122	18.953	30.741	107.107	43.942
BNC2	3	4.556	0	3.426	11	1.158	0	0	1.63	1	4	1
TEDC2	10	0	15.39	12	31.716	10.08	1	1.954	7.854	0	6.058	12
FXL12	42	29	14.138	6	5	14	2	93.591	9	0	20	188
ADAT1	8	1	11.599	0	9	1	0	5	17.632	0	3.002	0
PNKD	3	0	648.175	40	7.517	126	1.336	13.4	160.368	50	2.018	248.9
NOTUM	9	5	4	8	56	0	17	105	24	0	6	13
STAR9	10	0	1	1.269	0	4	4	2.56	10.676	0	3	5
FAP20	98	37	20.261	67	67.819	40	52	35.103	217.851	114	348.107	0
CXCR4	64	10	4.321	12.86	0	1.424	21	74.932	0	60	8.088	33.514
M4K2	34	4	1.565	19	0	12.59	4	7	175.971	56	19	3
GMPPA	71.147	13.198	59.317	25.119	82.056	0	75.055	13.051	135.793	70.719	10.22	56.381
S2533	52	294	84.635	0	0	399.966	296	45.134	9.608	138.41	269	311.198
ZNT6	1.321	25.499	6.994	0	2	30	1	0	5	6	7.803	2.499
COG7	141.532	100.193	359.341	148	236.374	107.765	307.484	70.303	610.881	169	3.889	320.463
RFIP2	49	3	5	0	238.027	7.524	0	1824.508	148	24	29.995	1.89
RBPS2	26	23	18	63	4.992	3	2	6.551	7.634	1	21.535	56
TPGS2	33.717	28.157	189.514	87	6.553	35	51	19.485	0	89	35	91.215
F71E1	11	0	0	160	0	1	0	2.091	3	5	0	0
CHSTF	1	0	5	1	2.499	1	2	32.231	106.872	0	20.911	0
SOX15	6.715	164	87.788	0	0	0	0	445	638.236	0	7.067	108
MOT7	120.59	146.449	551	177	4	2.21	0	18.561	7.482	5	3.732	0
SNX7	0	0	63.974	0	92	379	80	483	13.893	78.502	300.015	12.336
EFNA2	25	78.646	3.915	27.566	16.21	2	0	161.743	2	0	30.734	2
GGA2	0	180.383	19.571	160	147.774	4	67.762	100.341	7.955	175.005	355.079	4
SIM2	8.61	260.814	18.079	9.031	8	284.997	3	245.198	135.624	57	132.947	23.996
PR40B	11	5	41.954	3.344	1.692	6	24.002	0	17.5	0	16.257	8
PSMD4	232.684	181.903	78.634	57.549	14.046	347.208	790.864	43.671	3	406	1120.665	38.155
ASGL1	48.094	0	400.982	659	225.242	50	273	153.867	1.892	66.551	36.832	102
SIL1	126.709	86	134.161	32	129	22.625	38.793	46.021	15.15	182	4.081	181.5
SMTN	1	64.571	25.016	30.94	2.63	2.588	146.667	127.841	52.473	145.162	19.8	149.135
BORA	7.043	4	6.147	2	1	1	3	53.784	9.191	2	6	2
TSN2	5	2	4.576	28	1	0	1	0	7.715	0	328.781	32
TPPC4	49.235	1661.567	8650.244	90.053	34.774	38	2178.118	3608.038	1376.782	188.369	32.532	1494.219
ARC1A	195	778.26	1340	2.131	1702.336	1231.28	725.378	3116	252.451	430	1995.795	537
CHK1	5.18	0	0	1	110.237	34	36	1.568	7.343	0	8	59
MET17	26.265	20	16.419	98	49.74	0	10.178	18.729	42.613	3.105	67.358	55.89
ZN668	6.778	22	4.207	3	40.76	2.404	7	28.385	13.563	3	6	3
TBCD7	169	82	34.274	0	6.515	0	37	120	49.48	8	131	44
ASF1B	100	6	165	89	93	47.229	26	143	21.854	27	3	70
IKIP	8.713	0	1.122	51.931	4.254	1	10	15.819	13	0	2.867	8.642
RNFT1	443.911	195.952	33.845	288.875	197.722	45.428	48.93	84.424	0	374.561	1.678	2
PMYT1	4.304	3	35.381	17.475	26.489	4	3.696	0	12.791	1	39.926	13.307
SIMC1	2	2	5	4.968	0	1	0	3.852	8.288	0	17.929	1
MPC2	240.382	665	175.874	841	815	590	692.998	2264.358	1295.858	746	2418.875	1470.199
SIR6	5.73	10.156	24.329	2.171	0	78	2.944	14.848	12.164	0	59.021	45.81
TSN5	6.944	37.323	252.339	0	11.905	36	5	141.427	2.512	0	0	32
LDOC1	240.978	33	1.809	81	1	187	152	7.698	709.501	62	37.177	16.939
TBB4B	2337.812	563.578	3.607	437.903	2330.774	83.541	290.201	182.487	3.198	589.647	18.304	20.983
TANC1	6.986	4.287	55.479	5.955	254.505	96.242	9	53.029	4.738	23.345	401.308	4
B3A4	71.018	3.652	4.854	6	2	94	2	2	112.17	1	0	1
RN126	60.491	478.626	55.302	72.127	649	413.181	397.705	35.724	18.754	247.505	34.574	9.36
IFT52	16	55	24.162	86	111	82	105.708	209	69.197	4.657	10.538	0
GLMP	95.052	0	192.823	195	0	4.57	71.577	134.302	1199.063	0	13.003	128.908
TMX2	0	197.068	47.585	39.547	199.546	256.051	1.962	11.881	979.54	298	104.694	506
PHS2	3.266	10.603	29.545	130.549	32.051	38	23.146	30.763	75.943	44	47.112	65.069
1A04	8	27	13.038	3.249	534.863	0	5.134	84.468	82.713	0	4	16.235
ARL8A	37	212	220.757	1.556	92.205	48	81	25.187	2.544	448	5.802	1
MMS22	0	0	17.289	0	6	1	1	1.924	1.68	0	4	0
RM45	55.875	45.599	560.506	438.316	98	29.349	453	2.355	4.18	244	383.134	6.664
E2F5	31	36.915	6.633	74.025	23.033	0	205	2.419	3.215	0	235	26.824
HXA3	18	6	10.952	3.055	3.796	2.733	16	1	7.61	5.903	10	9
ARRD1	292.923	139	19.552	236.698	77.616	0	219.635	7.361	345.534	546	4.756	378.06
ACD	41.627	0	19.526	44.494	0	7.617	39	48.785	119	8	1.852	52
LNX1	21	175.083	10.015	21	15.913	3.328	17.3	39.82	23.468	131.549	3.809	20.308
BBS12	7	1	0	3	0	0	0	4	4.493	1	2	3
GBB2	6.564	4.112	2458.81	868.919	420.476	0	501	4456.332	0	712.878	14.006	2039.509
MMAA	9.062	31	10.989	0	13.834	4	3	1.848	7.224	7	21	36
TCAIM	30	73	0	16.266	35	21.844	0	9.466	368.372	33	32.675	38
GEMI5	1	6	2.565	0	3	0	0	15.013	148.701	0	3.627	0
ZFAN6	373.337	108.298	253.986	492.199	1014.426	63.106	128.678	1301.993	243.182	309.556	60.162	105.836
TCF19	0	22	175.548	81.894	123.006	6.132	66	100.302	211.975	50	41.383	103
PLLP	152.047	377	39.825	316.479	745.153	328	211	1469.04	2	212	537.358	238.696
PRR5	20	3	18.208	10.048	19.739	10	1	190.235	1.288	32	362.034	2
STX10	8.169	44.494	112.049	0	12.651	17	39	0	15.122	8.28	208.131	0
TM59L	74	22	263	116	41.847	37	26.198	0	1.26	63	12	261.93
CNRP1	97	23	2.478	55	6	0	6.48	11	5.696	20.918	35	14.251
